choose_one_category,tweet_id
not_related_or_irrelevant,'451188660491153408'
other_useful_information,'451188663482056704'
sympathy_and_emotional_support,'451188663981195264'
sympathy_and_emotional_support,'451188665834680320'
other_useful_information,'451188667558543360'
sympathy_and_emotional_support,'451188668322287617'
caution_and_advice,'451188669089849344'
not_related_or_irrelevant,'451188670218113025'
other_useful_information,'451188675779383296'
other_useful_information,'451188680427053056'
not_related_or_irrelevant,'451188681827946496'
sympathy_and_emotional_support,'451188683723386880'
caution_and_advice,'451188686689165312'
sympathy_and_emotional_support,'451188687284346880'
caution_and_advice,'451188688374870017'
sympathy_and_emotional_support,'451188689335361536'
injured_or_dead_people,'451188690292076544'
other_useful_information,'451188691038633984'
sympathy_and_emotional_support,'451188692804440064'
sympathy_and_emotional_support,'451188693181943809'
other_useful_information,'451188693408051200'
not_related_or_irrelevant,'451188693924323328'
not_related_or_irrelevant,'451188697099403265'
other_useful_information,'451188699032596480'
caution_and_advice,'451188699427250176'
not_related_or_irrelevant,'451188699842101248'
other_useful_information,'451188700282888192'
sympathy_and_emotional_support,'451188701771870208'
injured_or_dead_people,'451188703114039296'
other_useful_information,'451188705441509377'
not_related_or_irrelevant,'451188707706814464'
other_useful_information,'451188709766230016'
caution_and_advice,'451188709996523520'
other_useful_information,'451188711955648512'
other_useful_information,'451188713179975680'
other_useful_information,'451188715201634304'
not_related_or_irrelevant,'451188715247775744'
displaced_people_and_evacuations,'451188715923451904'
not_related_or_irrelevant,'451188716065665025'
other_useful_information,'451188716514451456'
caution_and_advice,'451188717898579968'
sympathy_and_emotional_support,'451188718011838464'
not_related_or_irrelevant,'451188718246694913'
sympathy_and_emotional_support,'451188721140772864'
sympathy_and_emotional_support,'451188722071916545'
not_related_or_irrelevant,'451188724106145792'
not_related_or_irrelevant,'451188724647202816'
other_useful_information,'451188724769239040'
sympathy_and_emotional_support,'451188725322481664'
not_related_or_irrelevant,'451188727713247232'
caution_and_advice,'451188728267280384'
caution_and_advice,'451188730196676608'
injured_or_dead_people,'451188730410172417'
not_related_or_irrelevant,'451188730875760640'
injured_or_dead_people,'451188731471753216'
caution_and_advice,'451188736013778944'
caution_and_advice,'451188737599234048'
other_useful_information,'451188740140957697'
sympathy_and_emotional_support,'451188741151805440'
caution_and_advice,'451188741743202305'
other_useful_information,'451188741856841728'
caution_and_advice,'451188742720458752'
sympathy_and_emotional_support,'451188748689354752'
not_related_or_irrelevant,'451188750320947200'
other_useful_information,'451188751222308864'
other_useful_information,'451188753403367424'
sympathy_and_emotional_support,'451188754875547648'
other_useful_information,'451188756503330816'
sympathy_and_emotional_support,'451188756893413376'
other_useful_information,'451188757249531904'
other_useful_information,'451188757819957248'
other_useful_information,'451188762291474433'
not_related_or_irrelevant,'451188766942965761'
sympathy_and_emotional_support,'451188767442096128'
caution_and_advice,'451188767861518336'
other_useful_information,'451188768582926336'
sympathy_and_emotional_support,'451188772542357504'
other_useful_information,'451188774081675264'
other_useful_information,'451188774413025280'
caution_and_advice,'451188774886580226'
caution_and_advice,'451188775725826048'
caution_and_advice,'451188778049077249'
sympathy_and_emotional_support,'451188780935172096'
displaced_people_and_evacuations,'451188782411567106'
caution_and_advice,'451188784286400512'
other_useful_information,'451188787725758464'
sympathy_and_emotional_support,'451188787872141313'
caution_and_advice,'451188788056702976'
sympathy_and_emotional_support,'451188788622929920'
injured_or_dead_people,'451188788627517440'
not_related_or_irrelevant,'451188789516722177'
other_useful_information,'451188790023839744'
other_useful_information,'451188793685852162'
other_useful_information,'451188794411474944'
other_useful_information,'451188794528518145'
sympathy_and_emotional_support,'451188795212578816'
sympathy_and_emotional_support,'451188796759875585'
not_related_or_irrelevant,'451188797494284288'
other_useful_information,'451188797938487296'
not_related_or_irrelevant,'451188798064693248'
not_related_or_irrelevant,'451188798274424832'
other_useful_information,'451188798928732162'
not_related_or_irrelevant,'451188799012634626'
caution_and_advice,'451188800577081344'
sympathy_and_emotional_support,'451188802900340736'
other_useful_information,'451188808298422273'
other_useful_information,'451188811104399361'
sympathy_and_emotional_support,'451188811171897344'
not_related_or_irrelevant,'451188813935968256'
sympathy_and_emotional_support,'451188815143526401'
displaced_people_and_evacuations,'451188816829628416'
sympathy_and_emotional_support,'451188817077100545'
other_useful_information,'451188818436050944'
not_related_or_irrelevant,'451188820411564033'
caution_and_advice,'451188820617478145'
not_related_or_irrelevant,'451188822395453440'
sympathy_and_emotional_support,'451188824182620160'
sympathy_and_emotional_support,'451188826678243328'
injured_or_dead_people,'451188827391270912'
other_useful_information,'451188828036800512'
other_useful_information,'451188829114732544'
not_related_or_irrelevant,'451188830612492288'
sympathy_and_emotional_support,'451188830667038721'
other_useful_information,'451188831518457856'
sympathy_and_emotional_support,'451188834274148352'
other_useful_information,'451188834428936193'
not_related_or_irrelevant,'451188839668006913'
injured_or_dead_people,'451188843320848384'
not_related_or_irrelevant,'451188847695912960'
sympathy_and_emotional_support,'451188848241164288'
sympathy_and_emotional_support,'451188850350497792'
caution_and_advice,'451188850757734400'
sympathy_and_emotional_support,'451188851264847874'
injured_or_dead_people,'451188852729069568'
other_useful_information,'451188853609484288'
sympathy_and_emotional_support,'451188854121586688'
displaced_people_and_evacuations,'451188857254322176'
other_useful_information,'451188857665773568'
sympathy_and_emotional_support,'451188857786998784'
other_useful_information,'451188859838005248'
caution_and_advice,'451188862724083712'
caution_and_advice,'451188867035439104'
other_useful_information,'451188867304267776'
not_related_or_irrelevant,'451188867342012416'
other_useful_information,'451188874358702080'
not_related_or_irrelevant,'451188875151417344'
caution_and_advice,'451188876875673600'
other_useful_information,'451188878733770752'
not_related_or_irrelevant,'451188878905327617'
other_useful_information,'451188880633765888'
sympathy_and_emotional_support,'451188882458279936'
not_related_or_irrelevant,'451188882688581632'
other_useful_information,'451188883490091008'
not_related_or_irrelevant,'451188883779510272'
sympathy_and_emotional_support,'451188884366692353'
sympathy_and_emotional_support,'451188885297434624'
other_useful_information,'451188886002081792'
sympathy_and_emotional_support,'451188886509604865'
caution_and_advice,'451188887860150272'
sympathy_and_emotional_support,'451188888082472961'
not_related_or_irrelevant,'451188889126858752'
caution_and_advice,'451188890469019648'
injured_or_dead_people,'451188890758434816'
not_related_or_irrelevant,'451188890775207936'
sympathy_and_emotional_support,'451188890817159168'
other_useful_information,'451188890863296512'
not_related_or_irrelevant,'451188891056209920'
other_useful_information,'451188893467963394'
infrastructure_and_utilities_damage,'451188893954502657'
displaced_people_and_evacuations,'451188896601104384'
other_useful_information,'451188899180994560'
other_useful_information,'451188902490288128'
injured_or_dead_people,'451188902549016577'
not_related_or_irrelevant,'451188904679329792'
caution_and_advice,'451188905929617408'
sympathy_and_emotional_support,'451188906461892608'
other_useful_information,'451188906596524034'
other_useful_information,'451188912996642816'
injured_or_dead_people,'451188913759989760'
not_related_or_irrelevant,'451188914443665408'
injured_or_dead_people,'451188914863505408'
sympathy_and_emotional_support,'451188915777835009'
other_useful_information,'451188916112990208'
not_related_or_irrelevant,'451188917060907008'
not_related_or_irrelevant,'451188922622550016'
caution_and_advice,'451188923038175232'
not_related_or_irrelevant,'451188925642457088'
not_related_or_irrelevant,'451188927605391360'
not_related_or_irrelevant,'451188929581309952'
sympathy_and_emotional_support,'451188930650451968'
sympathy_and_emotional_support,'451188932588232704'
sympathy_and_emotional_support,'451188933062578176'
other_useful_information,'451188933397708801'
sympathy_and_emotional_support,'451188933464834049'
not_related_or_irrelevant,'451188933934608384'
other_useful_information,'451188934047838208'
sympathy_and_emotional_support,'451188934404345857'
sympathy_and_emotional_support,'451188935813648384'
caution_and_advice,'451188938942607361'
sympathy_and_emotional_support,'451188940544831488'
sympathy_and_emotional_support,'451188940599738368'
injured_or_dead_people,'451188941384065024'
other_useful_information,'451188942147444736'
sympathy_and_emotional_support,'451188942394892288'
other_useful_information,'451188945154367488'
not_related_or_irrelevant,'451188948132323328'
other_useful_information,'451188950053310464'
sympathy_and_emotional_support,'451188950086860800'
other_useful_information,'451188950980624384'
sympathy_and_emotional_support,'451188951404269568'
not_related_or_irrelevant,'451188954608717824'
sympathy_and_emotional_support,'451188954814222336'
not_related_or_irrelevant,'451188955120037888'
caution_and_advice,'451188955816275968'
sympathy_and_emotional_support,'451188955942109185'
other_useful_information,'451188956072136704'
sympathy_and_emotional_support,'451188958425513984'
not_related_or_irrelevant,'451188958719139840'
caution_and_advice,'451188959012335617'
caution_and_advice,'451188959230836737'
sympathy_and_emotional_support,'451188960111636480'
sympathy_and_emotional_support,'451188962841739264'
sympathy_and_emotional_support,'451188969565597696'
sympathy_and_emotional_support,'451188969573990400'
sympathy_and_emotional_support,'451188971813339136'
other_useful_information,'451188972396351488'
other_useful_information,'451188972404756481'
sympathy_and_emotional_support,'451188973705383936'
not_related_or_irrelevant,'451188974304759808'
other_useful_information,'451188974988836864'
caution_and_advice,'451188978826244096'
not_related_or_irrelevant,'451188979778723840'
injured_or_dead_people,'451188980676325376'
injured_or_dead_people,'451188981716099072'
sympathy_and_emotional_support,'451188983494901760'
sympathy_and_emotional_support,'451188987504230401'
sympathy_and_emotional_support,'451188989026775040'
not_related_or_irrelevant,'451188989064515584'
other_useful_information,'451188990746849281'
not_related_or_irrelevant,'451188992986611713'
other_useful_information,'451188995259523072'
other_useful_information,'451188996110958593'
displaced_people_and_evacuations,'451188999038980096'
other_useful_information,'451189002033303553'
injured_or_dead_people,'451189005082574849'
not_related_or_irrelevant,'451189005640802304'
not_related_or_irrelevant,'451189006379016193'
other_useful_information,'451189006504824832'
sympathy_and_emotional_support,'451189006907105281'
other_useful_information,'451189006936453121'
caution_and_advice,'451189009855692800'
caution_and_advice,'451189012342902785'
other_useful_information,'451189012871401472'
sympathy_and_emotional_support,'451189013584416769'
sympathy_and_emotional_support,'451189013974880256'
sympathy_and_emotional_support,'451189015123734528'
other_useful_information,'451189015430324224'
caution_and_advice,'451189015921053696'
caution_and_advice,'451189015996153856'
sympathy_and_emotional_support,'451189018357538816'
other_useful_information,'451189019301666816'
sympathy_and_emotional_support,'451189020077608960'
sympathy_and_emotional_support,'451189021784694784'
not_related_or_irrelevant,'451189024758067200'
sympathy_and_emotional_support,'451189027228491777'
sympathy_and_emotional_support,'451189027681480704'
sympathy_and_emotional_support,'451189028684312576'
other_useful_information,'451189029363404804'
not_related_or_irrelevant,'451189030362054656'
sympathy_and_emotional_support,'451189031020531712'
other_useful_information,'451189031372455936'
other_useful_information,'451189031531868160'
sympathy_and_emotional_support,'451189032400076800'
sympathy_and_emotional_support,'451189033247313920'
injured_or_dead_people,'451189033591664641'
other_useful_information,'451189035851993088'
caution_and_advice,'451189036288184320'
other_useful_information,'451189037378723840'
sympathy_and_emotional_support,'451189037974700034'
not_related_or_irrelevant,'451189041300377600'
displaced_people_and_evacuations,'451189042197983232'
other_useful_information,'451189043540135937'
other_useful_information,'451189043582078977'
sympathy_and_emotional_support,'451189043712524288'
not_related_or_irrelevant,'451189045129801731'
not_related_or_irrelevant,'451189049923891201'
injured_or_dead_people,'451189050087464960'
sympathy_and_emotional_support,'451189051824304128'
other_useful_information,'451189055649112064'
other_useful_information,'451189058069610497'
not_related_or_irrelevant,'451189058841358336'
sympathy_and_emotional_support,'451189062658174978'
displaced_people_and_evacuations,'451189063144325120'
other_useful_information,'451189063588904961'
sympathy_and_emotional_support,'451189063798624256'
other_useful_information,'451189066449432576'
injured_or_dead_people,'451189066940182528'
other_useful_information,'451189068311695360'
other_useful_information,'451189071037997057'
other_useful_information,'451189072200208385'
not_related_or_irrelevant,'451189073760505856'
caution_and_advice,'451189075219709952'
caution_and_advice,'451189078218661888'
other_useful_information,'451189078336094209'
sympathy_and_emotional_support,'451189079007588352'
not_related_or_irrelevant,'451189080831713280'
not_related_or_irrelevant,'451189083734540288'
injured_or_dead_people,'451189086301466625'
other_useful_information,'451189086347198464'
other_useful_information,'451189086653779969'
other_useful_information,'451189086997716992'
not_related_or_irrelevant,'451189087350059008'
not_related_or_irrelevant,'451189087467085826'
other_useful_information,'451189087589138432'
other_useful_information,'451189088276983809'
caution_and_advice,'451189089061326848'
sympathy_and_emotional_support,'451189089279016960'
sympathy_and_emotional_support,'451189090818334720'
not_related_or_irrelevant,'451189091359408129'
other_useful_information,'451189098510700544'
sympathy_and_emotional_support,'451189098708205568'
displaced_people_and_evacuations,'451189099211534336'
sympathy_and_emotional_support,'451189100918235137'
other_useful_information,'451189101853949954'
caution_and_advice,'451189105087352832'
sympathy_and_emotional_support,'451189106912264192'
displaced_people_and_evacuations,'451189108291796992'
other_useful_information,'451189108296007680'
sympathy_and_emotional_support,'451189109147860993'
other_useful_information,'451189109357559808'
caution_and_advice,'451189109516943360'
infrastructure_and_utilities_damage,'451189113975480320'
not_related_or_irrelevant,'451189116219031552'
other_useful_information,'451189116411994112'
sympathy_and_emotional_support,'451189118223929346'
sympathy_and_emotional_support,'451189118513741824'
sympathy_and_emotional_support,'451189118790156288'
caution_and_advice,'451189119138271233'
other_useful_information,'451189124007874560'
other_useful_information,'451189124037607424'
caution_and_advice,'451189124498587648'
not_related_or_irrelevant,'451189125245571073'
other_useful_information,'451189125631062016'
caution_and_advice,'451189129145876480'
sympathy_and_emotional_support,'451189132682076160'
sympathy_and_emotional_support,'451189133285670912'
other_useful_information,'451189134485229568'
other_useful_information,'451189135915884544'
other_useful_information,'451189136599162880'
not_related_or_irrelevant,'451189139179048961'
caution_and_advice,'451189142928371712'
sympathy_and_emotional_support,'451189143637610496'
sympathy_and_emotional_support,'451189145596354560'
sympathy_and_emotional_support,'451189146779152384'
caution_and_advice,'451189147618004992'
not_related_or_irrelevant,'451189148666195968'
other_useful_information,'451189148859498497'
other_useful_information,'451189149358256128'
sympathy_and_emotional_support,'451189149559980033'
not_related_or_irrelevant,'451189150499504128'
other_useful_information,'451189151439011841'
other_useful_information,'451189154466910208'
other_useful_information,'451189157118083072'
other_useful_information,'451189157516177408'
caution_and_advice,'451189161283039232'
caution_and_advice,'451189163103387648'
not_related_or_irrelevant,'451189164412006401'
sympathy_and_emotional_support,'451189165376299008'
sympathy_and_emotional_support,'451189166760792065'
other_useful_information,'451189167448670208'
sympathy_and_emotional_support,'451189170342723584'
not_related_or_irrelevant,'451189170741190656'
not_related_or_irrelevant,'451189173043490816'
not_related_or_irrelevant,'451189173123567617'
caution_and_advice,'451189174377254913'
not_related_or_irrelevant,'451189176004640768'
sympathy_and_emotional_support,'451189176734474241'
caution_and_advice,'451189178282549248'
other_useful_information,'451189179255631872'
sympathy_and_emotional_support,'451189179913740288'
not_related_or_irrelevant,'451189179930521600'
other_useful_information,'451189180165783552'
other_useful_information,'451189185131446272'
other_useful_information,'451189187199238144'
other_useful_information,'451189188344295424'
injured_or_dead_people,'451189193692020736'
other_useful_information,'451189194426036224'
caution_and_advice,'451189195827322881'
other_useful_information,'451189196318081024'
sympathy_and_emotional_support,'451189197278576640'
injured_or_dead_people,'451189197324701698'
other_useful_information,'451189198117027840'
sympathy_and_emotional_support,'451189198490316800'
other_useful_information,'451189199262060544'
caution_and_advice,'451189199526305792'
displaced_people_and_evacuations,'451189201644822528'
other_useful_information,'451189203888390144'
sympathy_and_emotional_support,'451189204161400833'
other_useful_information,'451189206228795392'
not_related_or_irrelevant,'451189208255045632'
not_related_or_irrelevant,'451189208708050944'
injured_or_dead_people,'451189209173610497'
not_related_or_irrelevant,'451189210821558272'
not_related_or_irrelevant,'451189218434220032'
sympathy_and_emotional_support,'451189219004645376'
sympathy_and_emotional_support,'451189219034021889'
sympathy_and_emotional_support,'451189219575070720'
donation_needs_or_offers_or_volunteering_services,'451189221194076160'
sympathy_and_emotional_support,'451189221500280832'
caution_and_advice,'451189221806854144'
sympathy_and_emotional_support,'451189221924306944'
other_useful_information,'451189223786553344'
caution_and_advice,'451189223966511104'
caution_and_advice,'451189225002520576'
caution_and_advice,'451189227871428609'
sympathy_and_emotional_support,'451189229276909568'
sympathy_and_emotional_support,'451189229352001539'
other_useful_information,'451189231344316416'
not_related_or_irrelevant,'451189231457533953'
other_useful_information,'451189231478931456'
injured_or_dead_people,'451189233496375296'
infrastructure_and_utilities_damage,'451189237535096832'
not_related_or_irrelevant,'451189239209029632'
sympathy_and_emotional_support,'451189239808786432'
not_related_or_irrelevant,'451189241427419136'
donation_needs_or_offers_or_volunteering_services,'451189241503289344'
sympathy_and_emotional_support,'451189242970910720'
not_related_or_irrelevant,'451189243608829952'
sympathy_and_emotional_support,'451189244053454848'
not_related_or_irrelevant,'451189244443508736'
other_useful_information,'451189245101608961'
not_related_or_irrelevant,'451189246528090112'
sympathy_and_emotional_support,'451189247802748928'
other_useful_information,'451189248511598593'
caution_and_advice,'451189248528764928'
not_related_or_irrelevant,'451189250143166464'
caution_and_advice,'451189252634996736'
other_useful_information,'451189254350438400'
sympathy_and_emotional_support,'451189254350446592'
sympathy_and_emotional_support,'451189254971219969'
not_related_or_irrelevant,'451189255482531840'
not_related_or_irrelevant,'451189256678293504'
other_useful_information,'451189257126703104'
other_useful_information,'451189262658981888'
not_related_or_irrelevant,'451189263925649408'
caution_and_advice,'451189264349671425'
not_related_or_irrelevant,'451189265020375040'
caution_and_advice,'451189265058500608'
other_useful_information,'451189265079099392'
sympathy_and_emotional_support,'451189268568756224'
other_useful_information,'451189269575778305'
sympathy_and_emotional_support,'451189274231468032'
caution_and_advice,'451189274650505217'
other_useful_information,'451189275279646721'
donation_needs_or_offers_or_volunteering_services,'451189278077227009'
infrastructure_and_utilities_damage,'451189279130411008'
sympathy_and_emotional_support,'451189282850766849'
other_useful_information,'451189283693789184'
not_related_or_irrelevant,'451189283815043073'
other_useful_information,'451189284650119168'
not_related_or_irrelevant,'451189284804915200'
not_related_or_irrelevant,'451189284817866752'
other_useful_information,'451189290731462657'
sympathy_and_emotional_support,'451189290987696129'
other_useful_information,'451189293008945152'
sympathy_and_emotional_support,'451189294137622528'
other_useful_information,'451189296016683008'
caution_and_advice,'451189297018699777'
other_useful_information,'451189297434333184'
other_useful_information,'451189299204337665'
injured_or_dead_people,'451189299263062016'
other_useful_information,'451189299955105792'
other_useful_information,'451189303251845120'
other_useful_information,'451189303369281537'
other_useful_information,'451189304253902849'
other_useful_information,'451189306837975040'
sympathy_and_emotional_support,'451189316203450369'
other_useful_information,'451189318607175680'
sympathy_and_emotional_support,'451189320700166145'
caution_and_advice,'451189322188742656'
displaced_people_and_evacuations,'451189323358957568'
sympathy_and_emotional_support,'451189325024481280'
caution_and_advice,'451189330934239232'
other_useful_information,'451189332942921728'
sympathy_and_emotional_support,'451189334419709952'
not_related_or_irrelevant,'451189335304327168'
sympathy_and_emotional_support,'451189337141805056'
other_useful_information,'451189338261307392'
not_related_or_irrelevant,'451189342611193856'
other_useful_information,'451189342627590145'
caution_and_advice,'451189343143862272'
other_useful_information,'451189343260913664'
sympathy_and_emotional_support,'451189344942845952'
not_related_or_irrelevant,'451189346226302976'
other_useful_information,'451189346562211841'
not_related_or_irrelevant,'451189346801291265'
sympathy_and_emotional_support,'451189348713910272'
displaced_people_and_evacuations,'451189354523000832'
caution_and_advice,'451189354640076801'
injured_or_dead_people,'451189355285970944'
sympathy_and_emotional_support,'451189358914068480'
caution_and_advice,'451189360810274817'
caution_and_advice,'451189362127302656'
other_useful_information,'451189362340798464'
sympathy_and_emotional_support,'451189363347423232'
other_useful_information,'451189364052074497'
other_useful_information,'451189365901778944'
not_related_or_irrelevant,'451189366258679808'
other_useful_information,'451189367084974080'
not_related_or_irrelevant,'451189367747252224'
sympathy_and_emotional_support,'451189372940222464'
other_useful_information,'451189373753516032'
other_useful_information,'451189374571384833'
sympathy_and_emotional_support,'451189375041548288'
other_useful_information,'451189379365892096'
sympathy_and_emotional_support,'451189380942540802'
other_useful_information,'451189381865275393'
sympathy_and_emotional_support,'451189381873672192'
caution_and_advice,'451189383459532800'
sympathy_and_emotional_support,'451189383677239296'
not_related_or_irrelevant,'451189383715364865'
other_useful_information,'451189387057823746'
not_related_or_irrelevant,'451189390920794112'
other_useful_information,'451189391193800704'
caution_and_advice,'451189394867630081'
other_useful_information,'451189396176658432'
sympathy_and_emotional_support,'451189396432109568'
not_related_or_irrelevant,'451189398785114112'
other_useful_information,'451189400576491520'
other_useful_information,'451189402744930305'
other_useful_information,'451189403688652800'
caution_and_advice,'451189409312817153'
sympathy_and_emotional_support,'451189411753910272'
sympathy_and_emotional_support,'451189418456805376'
not_related_or_irrelevant,'451189418930360320'
injured_or_dead_people,'451189418989064192'
other_useful_information,'451189419567898625'
displaced_people_and_evacuations,'451189420209606656'
other_useful_information,'451189425435709440'
not_related_or_irrelevant,'451189430565359617'
sympathy_and_emotional_support,'451189430943240192'
other_useful_information,'451189431647481856'
not_related_or_irrelevant,'451189432788336640'
sympathy_and_emotional_support,'451189433597829120'
sympathy_and_emotional_support,'451189435317886977'
caution_and_advice,'451189435711778816'
injured_or_dead_people,'451189436085051392'
other_useful_information,'451189442405875712'
sympathy_and_emotional_support,'451189444545347584'
other_useful_information,'451189444851138561'
sympathy_and_emotional_support,'451189446818283520'
not_related_or_irrelevant,'451189450803269633'
other_useful_information,'451189451020988416'
sympathy_and_emotional_support,'451189451575021569'
not_related_or_irrelevant,'451189453948997632'
sympathy_and_emotional_support,'451189454347042817'
injured_or_dead_people,'451189454787461120'
other_useful_information,'451189457497387008'
other_useful_information,'451189457530544128'
not_related_or_irrelevant,'451189458319052801'
other_useful_information,'451189458520379392'
sympathy_and_emotional_support,'451189459321511937'
other_useful_information,'451189459523219456'
sympathy_and_emotional_support,'451189462291083265'
injured_or_dead_people,'451189462815744000'
caution_and_advice,'451189464400801793'
other_useful_information,'451189466674118656'
sympathy_and_emotional_support,'451189467173232641'
injured_or_dead_people,'451189475352145920'
other_useful_information,'451189476589834240'
sympathy_and_emotional_support,'451189477629640705'
not_related_or_irrelevant,'451189479697424384'
not_related_or_irrelevant,'451189481714900993'
other_useful_information,'451189482746699777'
other_useful_information,'451189482990362624'
not_related_or_irrelevant,'451189483770089472'
not_related_or_irrelevant,'451189484063690752'
not_related_or_irrelevant,'451189484130824192'
sympathy_and_emotional_support,'451189485137821696'
other_useful_information,'451189485636567040'
sympathy_and_emotional_support,'451189488295743488'
caution_and_advice,'451189490510753792'
sympathy_and_emotional_support,'451189491135700992'
other_useful_information,'451189492817207296'
other_useful_information,'451189495648382976'
other_useful_information,'451189496965378048'
caution_and_advice,'451189497972420609'
sympathy_and_emotional_support,'451189498391846912'
caution_and_advice,'451189498827644928'
caution_and_advice,'451189499528093697'
not_related_or_irrelevant,'451189499599794176'
sympathy_and_emotional_support,'451189501042257920'
not_related_or_irrelevant,'451189503055507456'
infrastructure_and_utilities_damage,'451189503101640704'
sympathy_and_emotional_support,'451189505392140288'
sympathy_and_emotional_support,'451189506981756928'
sympathy_and_emotional_support,'451189507015311360'
caution_and_advice,'451189507136946178'
sympathy_and_emotional_support,'451189508365500417'
sympathy_and_emotional_support,'451189513138995201'
injured_or_dead_people,'451189514002636800'
caution_and_advice,'451189514103685120'
sympathy_and_emotional_support,'451189514514350080'
other_useful_information,'451189516041469953'
other_useful_information,'451189526610710528'
sympathy_and_emotional_support,'451189529320632320'
sympathy_and_emotional_support,'451189531232833539'
sympathy_and_emotional_support,'451189531866587137'
not_related_or_irrelevant,'451189532625346560'
not_related_or_irrelevant,'451189532872826880'
not_related_or_irrelevant,'451189534404141057'
caution_and_advice,'451189535909900288'
not_related_or_irrelevant,'451189536115421184'
sympathy_and_emotional_support,'451189537285234689'
not_related_or_irrelevant,'451189538627387392'
other_useful_information,'451189538841710593'
other_useful_information,'451189540158324736'
sympathy_and_emotional_support,'451189541143990272'
not_related_or_irrelevant,'451189541458546688'
displaced_people_and_evacuations,'451189543275077633'
not_related_or_irrelevant,'451189545589960704'
other_useful_information,'451189546592780289'
other_useful_information,'451189547213152256'
sympathy_and_emotional_support,'451189547284459520'
not_related_or_irrelevant,'451189549448720384'
sympathy_and_emotional_support,'451189550019125249'
sympathy_and_emotional_support,'451189550262394881'
other_useful_information,'451189551743397889'
other_useful_information,'451189554318688256'
sympathy_and_emotional_support,'451189554922676225'
sympathy_and_emotional_support,'451189555564388352'
sympathy_and_emotional_support,'451189557409480704'
sympathy_and_emotional_support,'451189557812158464'
sympathy_and_emotional_support,'451189558231990272'
caution_and_advice,'451189558902652929'
sympathy_and_emotional_support,'451189560282603520'
sympathy_and_emotional_support,'451189562132271104'
not_related_or_irrelevant,'451189562979532800'
other_useful_information,'451189563285704704'
sympathy_and_emotional_support,'451189563289907200'
not_related_or_irrelevant,'451189571032580096'
not_related_or_irrelevant,'451189572567715840'
displaced_people_and_evacuations,'451189580075909120'
not_related_or_irrelevant,'451189580520112128'
sympathy_and_emotional_support,'451189580897587200'
caution_and_advice,'451189581212172288'
displaced_people_and_evacuations,'451189582898282496'
not_related_or_irrelevant,'451189582898663426'
sympathy_and_emotional_support,'451189583733346304'
other_useful_information,'451189584513073152'
displaced_people_and_evacuations,'451189585901416450'
caution_and_advice,'451189585993682944'
displaced_people_and_evacuations,'451189587017494528'
other_useful_information,'451189590641348609'
other_useful_information,'451189594696867841'
sympathy_and_emotional_support,'451189596903071744'
sympathy_and_emotional_support,'451189597868158976'
not_related_or_irrelevant,'451189599243485184'
displaced_people_and_evacuations,'451189601604878336'
other_useful_information,'451189602360242176'
not_related_or_irrelevant,'451189604339548161'
injured_or_dead_people,'451189607627886592'
sympathy_and_emotional_support,'451189608303177728'
not_related_or_irrelevant,'451189608651313152'
displaced_people_and_evacuations,'451189609389514752'
sympathy_and_emotional_support,'451189610333237248'
other_useful_information,'451189612380037121'
other_useful_information,'451189617153167361'
not_related_or_irrelevant,'451189618982264832'
caution_and_advice,'451189620953210880'
other_useful_information,'451189622727405569'
sympathy_and_emotional_support,'451189623386288128'
not_related_or_irrelevant,'451189623629156352'
other_useful_information,'451189630423949315'
sympathy_and_emotional_support,'451189630889902080'
other_useful_information,'451189630948233216'
caution_and_advice,'451189634316648448'
displaced_people_and_evacuations,'451189635041861632'
other_useful_information,'451189637365895168'
other_useful_information,'451189638665748480'
caution_and_advice,'451189639874109441'
not_related_or_irrelevant,'451189640012132352'
not_related_or_irrelevant,'451189640041865216'
other_useful_information,'451189640439934976'
injured_or_dead_people,'451189640544796672'
sympathy_and_emotional_support,'451189640834215937'
sympathy_and_emotional_support,'451189641945690113'
displaced_people_and_evacuations,'451189644319666176'
sympathy_and_emotional_support,'451189644382593024'
not_related_or_irrelevant,'451189644483239936'
other_useful_information,'451189646576590848'
infrastructure_and_utilities_damage,'451189647562272768'
sympathy_and_emotional_support,'451189647574839296'
other_useful_information,'451189649533583361'
other_useful_information,'451189649973583872'
not_related_or_irrelevant,'451189651295203328'
sympathy_and_emotional_support,'451189651651719168'
caution_and_advice,'451189651811098624'
sympathy_and_emotional_support,'451189652456632320'
other_useful_information,'451189652704092160'
injured_or_dead_people,'451189652842885120'
other_useful_information,'451189653262303232'
other_useful_information,'451189653442269184'
other_useful_information,'451189654659035137'
other_useful_information,'451189655698821120'
not_related_or_irrelevant,'451189656302784512'
sympathy_and_emotional_support,'451189656760360960'
other_useful_information,'451189657502367744'
other_useful_information,'451189659629273088'
sympathy_and_emotional_support,'451189661726023680'
not_related_or_irrelevant,'451189664771489792'
other_useful_information,'451189666125869057'
not_related_or_irrelevant,'451189668571516928'
sympathy_and_emotional_support,'451189668755697664'
caution_and_advice,'451189670445989888'
not_related_or_irrelevant,'451189672647991296'
sympathy_and_emotional_support,'451189676028612609'
not_related_or_irrelevant,'451189676271869953'
sympathy_and_emotional_support,'451189676758409216'
not_related_or_irrelevant,'451189679430578176'
other_useful_information,'451189680001019904'
not_related_or_irrelevant,'451189680923344896'
other_useful_information,'451189684601757696'
sympathy_and_emotional_support,'451189684840828929'
other_useful_information,'451189686476611585'
sympathy_and_emotional_support,'451189686682136576'
