503643455734956032,Real time coverage of #Napa California #earthquake at http://napa http://t.co/kvMfWUlxzS |  @allaboutnapa #napaquake
503643458033438720,Real time coverage of #Napa California #earthquake at http://napa http://t.co/buc5SKk1ad |  @allaboutnapa #napaquake
503643365217693697,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503643488219852800,Real time coverage of #Napa California #earthquake at http://napa http://t.co/zcziUI2Cst |  @allaboutnapa #napaquake
503643480372314112,Real time coverage of #Napa California #earthquake at http://napa http://t.co/VqhYSB3fxp |  @allaboutnapa #napaquake
503643467869085696,Real time coverage of #Napa California #earthquake at http://napa http://t.co/6c5MWoO0QO |  @allaboutnapa #napaquake
503643458708717568,Real time coverage of #Napa California #earthquake at http://napa http://t.co/pQVtlkyDqy |  @allaboutnapa #napaquake
503643360381652992,Quake rocks California wine country, dozens injured http://t.co/rmbU9VpVK7
503643481328611328,Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfoPli
503643363632226304,Real time coverage of #Napa California #earthquake at http://napa http://t.co/ZCShHgNb5S |  @allaboutnapa #napaquake
503643366446608384,Real time coverage of #Napa California #earthquake at http://napa http://t.co/X9j9QE485a |  @allaboutnapa #napaquake
503643489037737984,Real time coverage of #Napa California #earthquake at http://napa http://t.co/YETaVHKABo |  @allaboutnapa #napaquake
503643485035978752,Will be barrel pickup sticks #napaearthquake http://t.co/4WRYxfJ2vs
503643491852111872,Real time coverage of #Napa California #earthquake at http://napa http://t.co/q7UcbsrsH4 |  @allaboutnapa #napaquake
503643452140453889,Real time coverage of #Napa California #earthquake at http://napa http://t.co/W9sE03DbJB |  @allaboutnapa #napaquake
503643494725197824,Real time coverage of #Napa California #earthquake at http://napa http://t.co/zpOZsrjPXZ |  @allaboutnapa #napaquake
503643449988751361,Real time coverage of #Napa California #earthquake at http://napa http://t.co/q86Obxx83W |  @allaboutnapa #napaquake
503643456489943040,Real time coverage of #Napa California #earthquake at http://napa http://t.co/DqpfIdbePH |  @allaboutnapa #napaquake
503643460101230594,Real time coverage of #Napa California #earthquake at http://napa http://t.co/yRYy6pwZVl |  @allaboutnapa #napaquake
503643451490324480,#Earthquake near #Napa sends 120 to hospital, breaks water and gas lines http://t.co/58FRIiaGUb
503643486835712000,Real time coverage of #Napa California #earthquake at http://napa http://t.co/1fbHTRD7oA |  @allaboutnapa #napaquake
503643464899518464,Real time coverage of #Napa California #earthquake at http://napa http://t.co/8EE7PK2x1s |  @allaboutnapa #napaquake
503643465667076096,Real time coverage of #Napa California #earthquake at http://napa http://t.co/3oi5esAi4u |  @allaboutnapa #napaquake
503643365771341825,Real time coverage of #Napa California #earthquake at http://napa http://t.co/GlYSQrlaPm |  @allaboutnapa #napaquake
503643461602775040,Real time coverage of #Napa California #earthquake at http://napa http://t.co/UCzzDbR2lb |  @allaboutnapa #napaquake
503643474122788864,Real time coverage of #Napa California #earthquake at http://napa http://t.co/XHySZyGw2M |  @allaboutnapa #napaquake
503643467160248320,Real time coverage of #Napa California #earthquake at http://napa http://t.co/KD5QKIlTER |  @allaboutnapa #napaquake
503643484646277121,Interesting difference between Ferguson,Mo and Napa,CA is all the storefront windows are broken out due to the #earthquake and no looting
503643368237580288,Real time coverage of #Napa California #earthquake at http://napa http://t.co/geIF7nDRn5 |  @allaboutnapa #napaquake
503643481244725248,Real time coverage of #Napa California #earthquake at http://napa http://t.co/wErkophGlh |  @allaboutnapa #napaquake
503643494846836736,Wine tasting today in Napa?  https://t.co/34vzeXQ8Fl via @MatthewKeysLive #EarthquakeCalifornia #NapaQuake
503643468510822400,Real time coverage of #Napa California #earthquake at http://napa http://t.co/gteeOeJBvO |  @allaboutnapa #napaquake
503643465826058240,Bacchus on his head at #CejaVineyards in downtown #Napa following  #NapaQuake http://t.co/X9Td1TB2lt via @AmeliaCeja #wine
503643362030026754,Real time coverage of #Napa California #earthquake at http://napa http://t.co/iUt9PQcSkt |  @allaboutnapa #napaquake
503643457186168832,Real time coverage of #Napa California #earthquake at http://napa http://t.co/HHaM7VmBk7 |  @allaboutnapa #napaquake
503643473434906624,Real time coverage of #Napa California #earthquake at http://napa http://t.co/yWPql9RuAo |  @allaboutnapa #napaquake
503643493286567936,Real time coverage of #Napa California #earthquake at http://napa http://t.co/9UcAjt1d5L |  @allaboutnapa #napaquake
503643479025909761,Real time coverage of #Napa California #earthquake at http://napa http://t.co/R4cvt48bdJ |  @allaboutnapa #napaquake
503643476899405824,Real time coverage of #Napa California #earthquake at http://napa http://t.co/KE2i8dVDcs |  @allaboutnapa #napaquake
503643499808718850,Real time coverage of #Napa California #earthquake at http://napa http://t.co/gSNW3vpJnV |  @allaboutnapa #napaquake
503643471262285824,Real time coverage of #Napa California #earthquake at http://napa http://t.co/V6aCYNW2pC |  @allaboutnapa #napaquake
503643472080171008,Real time coverage of #Napa California #earthquake at http://napa http://t.co/6OYagUGGRE |  @allaboutnapa #napaquake
503643474768703489,Real time coverage of #Napa California #earthquake at http://napa http://t.co/AZ67yuBVnd |  @allaboutnapa #napaquake
503643452748615681,Real time coverage of #Napa California #earthquake at http://napa http://t.co/fd7trGKiAq |  @allaboutnapa #napaquake
503643475544645632,Real time coverage of #Napa California #earthquake at http://napa http://t.co/MmJhpcFlKw |  @allaboutnapa #napaquake
503643485493559299,Napa wineries sustain damage from 6.1 magnitude earthquake http://t.co/HaOdFNcvoA
503643497426350081,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503643465729581056,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503643469982605312,RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643487531978752,Real time coverage of #Napa California #earthquake at http://napa http://t.co/8ygDKe2vre |  @allaboutnapa #napaquake
503643489742385152,Real time coverage of #Napa California #earthquake at http://napa http://t.co/GOFj2mc61u |  @allaboutnapa #napaquake
503643456900972544,Skateboarder using an earthquake buckled street as a jump is a strong contender for The Most California Photo Ever. http://t.co/u05UetkcJf
503643360469725184,Real time coverage of #Napa California #earthquake at http://napa http://t.co/JhWmhm1iDT |  @allaboutnapa #napaquake
503643361254047744,Real time coverage of #Napa California #earthquake at http://napa http://t.co/pXVjDaU7M4 |  @allaboutnapa #napaquake
503643473178673152,BREAKING - Largest Earthquake in 25 Years Hits Napa And Solano Counties - USA http://t.co/HfsyDa1fia
Reporting - Brandon Follett - #miApples
503643472445071361,6.0 earthquake in Napa Valley; CNN whines about loss of wine production.
503643482029047808,Real time coverage of #Napa California #earthquake at http://napa http://t.co/joUhPz0ikf |  @allaboutnapa #napaquake
503643360557412352,#RT California winemakers cleaning up after quake - http://t.co/xE7GprxNb0: ABC NewsCali... http://t.co/QhTHLTAokp http://t.co/fuztzihCsv
503643449279938561,Real time coverage of #Napa California #earthquake at http://napa http://t.co/uokd9k52Ye |  @allaboutnapa #napaquake
503643461405663232,What the strongest earthquake in 25 years did to a shop in California http://t.co/tNVkVCKKAm http://t.co/UFFJ1lZrdJ
503643448092942337,Winemakers are surveying the damage following the #Napaquake. http://t.co/zJRWlPTM5P http://t.co/4ZAagS3dIc
503643366580424704,6.0 magnitude earthquake rocks the San Francisco Bay Area: http://t.co/NKQZEDKJtZ http://t.co/o18tEJUxN4
503643491143282688,Real time coverage of #Napa California #earthquake at http://napa http://t.co/gWFWZhC9eZ |  @allaboutnapa #napaquake
503643467134664704,@deborahblum Hi Deborah, Lara here - radio producer from News Radio in Australia. Are you in Napa covering the earthquake?
503643459379789825,Real time coverage of #Napa California #earthquake at http://napa http://t.co/lEa0vB7rrL |  @allaboutnapa #napaquake
503643362658750464,Earthquake in wine country RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t.co/Wh98pjYWm3
503643456133419008,Strong earthquake shakes California: Dozens injured, state of emergency declared in the wake of largest quake in 25  http://t.co/GjztUojsCz
503643490316607488,Napa Quake http://t.co/mUYwsvaBRL
503643486076538881,Real time coverage of #Napa California #earthquake at http://napa http://t.co/7Enpv7rKhQ |  @allaboutnapa #napaquake
503643486923403264,Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfoPli
503643466073915393,#napaquake  surprised and scared the bat area.
503643479734755329,Real time coverage of #Napa California #earthquake at http://napa http://t.co/dV4CbYVCgZ |  @allaboutnapa #napaquake
503643527101034497,Real time coverage of #Napa California #earthquake at http://napa http://t.co/YujytSXDMs |  @allaboutnapa #napaquake
503643507865968641,Real time coverage of #Napa California #earthquake at http://napa http://t.co/hxDPmqipEZ |  @allaboutnapa #napaquake
503643529324036097,Real time coverage of #Napa California #earthquake at http://napa http://t.co/8Fxc1L95RN |  @allaboutnapa #napaquake
503643544436113409,Real time coverage of #Napa California #earthquake at http://napa http://t.co/l3OF7I2nWt |  @allaboutnapa #napaquake
503643541776908288,Real time coverage of #Napa California #earthquake at http://napa http://t.co/ERiJk0lUEg |  @allaboutnapa #napaquake
503643535057227776,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643536106196992,Real time coverage of #Napa California #earthquake at http://napa http://t.co/8KPRzd8YT7 |  @allaboutnapa #napaquake
503643501255720961,Real time coverage of #Napa California #earthquake at http://napa http://t.co/skGC2bhdoJ |  @allaboutnapa #napaquake
503643541068062720,Real time coverage of #Napa California #earthquake at http://napa http://t.co/32neFCbIcP |  @allaboutnapa #napaquake
503643509929558016,Real time coverage of #Napa California #earthquake at http://napa http://t.co/bY5g2qCYXV |  @allaboutnapa #napaquake
503643521807831041,Real time coverage of #Napa California #earthquake at http://napa http://t.co/5ISs6dwiBv |  @allaboutnapa #napaquake
503643519719071746,Real time coverage of #Napa California #earthquake at http://napa http://t.co/zies2Ujoho |  @allaboutnapa #napaquake
503643500576272384,Real time coverage of #Napa California #earthquake at http://napa http://t.co/2hPr396d62 |  @allaboutnapa #napaquake
503643553999126528,Most Californians don't have #earthquake insurance. In #Napa &amp; Sonoma only about 1 in 10 do. http://t.co/FzA6qoEseh via @gregorywallace
503643505336782848,Real time coverage of #Napa California #earthquake at http://napa http://t.co/0hrd77qau7 |  @allaboutnapa #napaquake
503643512467103744,In typical fashion, media after Napa earthquake devoting most coverage to the white wine.
503643561804709889,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643525712736256,Real time coverage of #Napa California #earthquake at http://napa http://t.co/UgIhGx2VhR |  @allaboutnapa #napaquake
503643571535114241,Lemonade RT @passantino: Napa streets turned skate park after 6.0 quake, via @vickydnguyen http://t.co/SvOSKb32Eb
503643508537049091,RT @NHA_EPNEWS: RT @cnnbrk: California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says....
503643501943615488,Real time coverage of #Napa California #earthquake at http://napa http://t.co/hkVdn0JeND |  @allaboutnapa #napaquake
503643589922926592,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503643551813877760,Real time coverage of #Napa California #earthquake at http://napa http://t.co/FOsPz98axE |  @allaboutnapa #napaquake
503643517907111936,@JimmyHanane7878 bigger signs like biggest earthquake in California
503643538081726464,Real time coverage of #Napa California #earthquake at http://napa http://t.co/xZMBcNCScd |  @allaboutnapa #napaquake
503643511355617280,Real time coverage of #Napa California #earthquake at http://napa http://t.co/JfBc8QJBNU |  @allaboutnapa #napaquake
503643523296821248,#napaquake Expect heavy traffic on Highway 37 &amp; 121, Sonoma Raceway Grand Prix will go on despite quake. WATCH LIVE: http://t.co/qzMZSre1y0
503643542393487360,So this earthquake was triggered by CA winegrowers to artificially spike prices? Bombs deep in Mother's swimsuit area, is what I hear.
503643535112163328,Real time coverage of #Napa California #earthquake at http://napa http://t.co/ejkv30KVRE |  @allaboutnapa #napaquake
503643549456273409,Photos: Powerful Earthquake Rocks Bay Area, Napa Valley http://t.co/Dvjgr6H1tI
503643557849477120,Conservatives already assessing blame on this morning's San Francisco area #earthquake. http://t.co/Dtst5GrdhU
503643506141708288,the quake in Napa looked scary :/
503643543164829696,#Eearthchanges Strongest Earthquake in 25 Years Hits Northern California http://t.co/aLLPoVfJ5b via #hng
503643550391603200,Napa-Vallejo area has been affected the most by the #Earthquake but minimal human loss/injury. Most damage was to infrastructure.
503643536836026369,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503643548894658560,Real time coverage of #Napa California #earthquake at http://napa http://t.co/Z351fbWH6Q |  @allaboutnapa #napaquake
503643528455790592,Real time coverage of #Napa California #earthquake at http://napa http://t.co/A7B3nzpTxo |  @allaboutnapa #napaquake
503643564375416832,Road has been fixed RT @nancymancias: Highway 12 Sonoma crew at buckled road due to early morning #napaquake http://t.co/j2Ov2Fx4tE #napa
503643518922145792,Real time coverage of #Napa California #earthquake at http://napa http://t.co/uxMpngrIcy |  @allaboutnapa #napaquake
503643507215839235,Real time coverage of #Napa California #earthquake at http://napa http://t.co/v9XE7NwDte |  @allaboutnapa #napaquake
503643508549623808,Real time coverage of #Napa California #earthquake at http://napa http://t.co/mrHtY3yUWT |  @allaboutnapa #napaquake
503643509292023808,Real time coverage of #Napa California #earthquake at http://napa http://t.co/enBCxZ8IKs |  @allaboutnapa #napaquake
503643538194579457,Wow! It'll be a real puzzle organizing that room. RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t.co/qKQxzKsUqt
503643524840308737,Real time coverage of #Napa California #earthquake at http://napa http://t.co/A61Ibg9i2s |  @allaboutnapa #napaquake
503643516174868480,Real time coverage of #Napa California #earthquake at http://napa http://t.co/xkX2ALlgIg |  @allaboutnapa #napaquake
503643542464774144,Real time coverage of #Napa California #earthquake at http://napa http://t.co/oWt5ax4EIR |  @allaboutnapa #napaquake
503643529382748163,@RedCrossCRC Verizon offering free cell phone charging and internet access at Napa and Vallejo VZW stores. #napaquake
503643528732221440,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643564698767361,We hope everyone is OK out there. Stay safe, Bay Area #earthquake
503643522986045440,How about that crazy #earthquake in Napa? My heart goes out to you folks, take care in the aftershocks!
503643549879918592,Indy Car race on after Northern California quake http://t.co/EfcDmIO7c3 #sanfrancisco
503643528447016960,UPDATED: Magnitude-6.0 earthquake rocks Northern California, prompts state of emergency http://t.co/CaR6Gv2nec
503643536747954177,Real time coverage of #Napa California #earthquake at http://napa http://t.co/hsIfZ4B4oL |  @allaboutnapa #napaquake
503643571254075393,@R2Pindex ---&gt; Earthquake Hits North California: Northern California was hit by a A 6.0-magnitude ear... http://t.co/arFciKiKSD #Nigeria
503643502606311426,What 6.0 #earthquake did to #Napa Many injuries, no known deaths. http://t.co/w61mvthCMV http://t.co/qdC3spGORG
503643538752815106,Real time coverage of #Napa California #earthquake at http://napa http://t.co/kKOvgruHD6 |  @allaboutnapa #napaquake
503643512932667393,Real time coverage of #Napa California #earthquake at http://napa http://t.co/XS71BxCr5j |  @allaboutnapa #napaquake
503643549695741953,Real time coverage of #Napa California #earthquake at http://napa http://t.co/Sw4FAch1FW |  @allaboutnapa #napaquake
503643532541046784,Real time coverage of #Napa California #earthquake at http://napa http://t.co/rCX4GOjJw7 |  @allaboutnapa #napaquake
503643543739826176,Real time coverage of #Napa California #earthquake at http://napa http://t.co/mb8V9SwKca |  @allaboutnapa #napaquake
503643569333104641,Napa earthquake damage from a wine and dine perspective: http://t.co/AVkKg0pIRd
503643526375407616,Real time coverage of #Napa California #earthquake at http://napa http://t.co/4r2odgtlBF |  @allaboutnapa #napaquake
503643529697320960,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643545958641664,Real time coverage of #Napa California #earthquake at http://napa http://t.co/FwJOCGDq2J |  @allaboutnapa #napaquake
503643572307255296,BREAKING: Magnitude 6.0 earthquake shakes San Francisco area http://t.co/PCgX3M7BQ2
503643548093526016,Real time coverage of #Napa California #earthquake at http://napa http://t.co/mDPJD2DwQq |  @allaboutnapa #napaquake
503643510911021056,The latest from AP reporters on scene after California earthquake causes damage, injuries http://t.co/NGWPsCGewm
503643553608646657,#survived Napa earthquake 2014. Can't believe these stats and how long it took to get updates after occurring though http://t.co/Lu6XL8WoPS
503643517512851456,Real time coverage of #Napa California #earthquake at http://napa http://t.co/OuRO8FddTu |  @allaboutnapa #napaquake
503643527746949120,Real time coverage of #Napa California #earthquake at http://napa http://t.co/g4q998rz9S |  @allaboutnapa #napaquake
503643591114493952,Northern California rocked by magnitude 6.0 earthquake http://t.co/QLEh5Zl8uA http://t.co/Mqhlkuv2P8
503643512160923649,Real time coverage of #Napa California #earthquake at http://napa http://t.co/XT9IwJFTJA |  @allaboutnapa #napaquake
503643506100150274,Real time coverage of #Napa California #earthquake at http://napa http://t.co/juALlv3MYg |  @allaboutnapa #napaquake
503643559577550848,Earthquake report from Napa's @Copperfields : "It's a big, fat mess"; closed today, maybe tmwrw. Other stores OK, http://t.co/tJVu5LKqaE
503643515738673152,VIDEO: @WayneFreedman reports major roadway damage from #quake near Highway 121 in Napa: http://t.co/ueon5MlvEa http://t.co/N3sOWIxr0r
503643503726178305,Real time coverage of #Napa California #earthquake at http://napa http://t.co/YKQAxINVfm |  @allaboutnapa #napaquake
503643542690856960,I have friends in the Bay Area, I've never heard Chris Brown. What did I look at first the shooting at his party or the 6.0 earthquake? Duh.
503643584055476225,We hope everyone has a speedy recovery in today's napa valley earthquake.
503643518276206593,Real time coverage of #Napa California #earthquake at http://napa http://t.co/HHZm6G3mhG |  @allaboutnapa #napaquake
503643533647949825,Oil, vinegar store completely ruined, but smells incredible #napaquake http://t.co/5WDJQCwg1i
503643537385467904,Real time coverage of #Napa California #earthquake at http://napa http://t.co/iKe83lj9OS |  @allaboutnapa #napaquake
503643514321002498,Photos show earthquake devastation in Napa wine country http://t.co/YKkSOseonD
503643514505527297,Real time coverage of #Napa California #earthquake at http://napa http://t.co/yJpKrGVG83 |  @allaboutnapa #napaquake
503643502723735553,Real time coverage of #Napa California #earthquake at http://napa http://t.co/yGZEhqFj6Q |  @allaboutnapa #napaquake
503643684785487873,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503643692176269312,Growing up in California, you learn anything that can kill or be killed in an earthquake should be fastened to the walls.
503643742516301827,Powerful Earthquake Slams San Francisco http://t.co/cBoka3Kdkk
503643616045436930,My thoughts w/ everyone involved in #napaearthquake. Thank you to the rescue workers!
503643599188545536,Photos of #napaquake damage shared by a @KING5Seattle viewer who now lives in Napa &amp; works in wine industry. http://t.co/5IERiNq9fU
503643619707068416,Northern #California &gt;&gt; #Earthquake Leaves Area Devastated http://t.co/cAjPRVYPRS http://t.co/zmf7WBtltx
503643711733891072,Breaking: Bradford's ACL was just strained until the CA Earthquake.  Tore it clean all the way from there. #MadeofGlass
503643683426533376,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503643597259157504,President Obama released this graphic on the #earthquake in Napa via the Federal Emergency Management Agency. #tcot http://t.co/wTjdymHVTc
503643668725903360,Meadowbrook Lane in Napa: Skaters find upside to quake damage. Video: http://t.co/xyo199r1n3 (Pic by Jeremy Carroll) http://t.co/rWyZWV5IEV
503643717891149824,Strong earthquake knocks Napa Valley: Early-morning magnitude 6.0 temblor rattles residents of San Francisco B... http://t.co/MkfGYXL3qV
503643720466845696,"Power has been restored to about 9,000 homes, 21,000 people are still without power." http://t.co/fJKbrdjw0V
503643717480087552,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643678821605376,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643716465086464,Historic #Napa courthouse damage; loose masonry everywhere on this block #napaquake http://t.co/G0EjkX0Mtd
503643737126223872,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643640447905792,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643673335054336,Reading: Continuing to check these BayArea+Northern CA sites for local info &amp; perspectives twitter posts: https://t.co/c2KlFKVTYR #NapaQuake
503643618423234561,California Rattled By Strong Earthquake http://t.co/edVmLA7FN2
503643712430542848,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503643645094801408,"#Winemakers R surveying the damage following the #Napaquake" &gt; @SFGate @vinography http://t.co/XNjVLkEQIE http://t.co/v3pmrTDj4k #winelover
503643746265997312,The 6.0 M near the Bay Area this morning was the largest quake to hit that area since the Loma Prieta earthquake almost 25 years ago.
503643693455134720,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643697981169664,Praying for our California TBCS Family in the Bay area in the wake of the earthquake.  Hoping you and your families are safe.
503643682860716032,Viral images of Napa wine fallen to the floor in quake. Don't mean to be callous, but did these wineries not know where they are located?
503643738468798465,"I'm a farmers wife, we're tough." -Capp Heritage tasting room owner calls the #napaquake heart wrenching http://t.co/rJuHA6lKpS
503643664015712256,Feel terrible for those in Napa /: stay safe everyone #napaquake
503643686182596609,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503643731745320961,Update: Injury toll from #Napaquake has risen to 120. http://t.co/Ejj6x6QIFY http://t.co/K30rlaKwLP
503643604774961152,My thoughts and prayers go out to those affected by the earthquake in northern California in the American canyon , Napa area
503643622198083584,OMG work to news of #Earthquake in #Napa are you guys safe @NapaWineGirl2 @TurtleWineGirl @amylieberfarb @Paupaiz @BottleRockNapa @CathCat71
503643678305300480,Biggest quakes by magnitude in California: California, where a quake and fire devastated the city of San Franc... http://t.co/Q36ZHJO3yE
503643599293386752,Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui
503643753245331456,ALERT: University of California, Berkeley ShakeAlert system gave 10-second warning of 'light' shaking before earthquake- mercnews ...
503643663868514304,6.0-magnitude #earthquake that rocked northern Calif. is largest to hit since 1989. #napaquake http://t.co/QLEh5Zl8uA http://t.co/Fx4Sh04k4L
503643740553375744,Expert: Chances that #napaquake is precursor to larger quake unlikely, but following 24 hours will be the "riskiest." http://t.co/LzstpEy6lu
503643659682594816,New #earthquake #napa video from @petfoodexpress PFE is matching up to $10k in donations to Napa Co Animal Shelter https://t.co/rcdXckZvZ3
503643675214499840,Wow! It'll be a real puzzle organizing that room. RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t.co/qKQxzKsUqt
503643683015888896,MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 via @vickydnguyen
503643676950921216,Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.co/aoSh1SWfLT
503643656939520000,Quake rocks California wine country, dozens injured. Via @Reuters  http://t.co/duJUn63XXN
503643715987337216,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643746211090432,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643652841672704,*gag* Oh the humanity! RT @jilltucker Boho #napaquake Damage everywhere. http://t.co/3HtxgFvV2i
503643719061757952,Photo: Says it all #Everythingclosed due to #napaearthquake #Napa thx for free Bananas @traderjoes (at... http://t.co/EVFvMpvN3J
503643649591476224,The largest earthquake to hit the San Francisco Bay Area in 25 years: http://t.co/2OI5d80mjV http://t.co/FubWzaiibT
503643614669725696,State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L
503643687889272832,Strong Earthquake Rocks California http://t.co/LbXMvqRcLP
503643685691858944,#NapaEarthquake: Mobile home park fire sends residents fleeing http://t.co/aqpGRabTZr #Earthquake #NapaQuake #Napa http://t.co/cFSHCQb1PC
503643674799255552,If you are cleaning up your home or business, make sure to protect yourself with gloves, shoes, long-sleeves, and pants. #NapaQuake
503643644684161025,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643596424503298,Is 10 seconds earthquake warning nothing? Perhaps, but 50 seconds would already have significant impact  http://t.co/onaC1RBHvA
503643733296824321,#Napa residents needing shelter, food, water can go to Crosswalk Church, 2590 1st St. Power is out, but getting generator #napaquake
503643596894273537,We heard about the earthquake. All our mates have cheked n and r safe n Napa area. Prayers 4 those hurt.
503643597041061888,Earthquake, Aftershocks Shake Northern California - NPR http://t.co/Gq1UyfbnEc
503643683267571712,Napa winery loses hundreds of bottles of wine after earthquake, including "priceless" blend: http://t.co/trshh4oggi http://t.co/wN4j9CQtpH
503643644180824064,Thinking of those impacted by the #napa #earthquake. Thank you to first responders &amp; local law enforcement for strong &amp; coordinated efforts.
503643728863436800,#BREAKING All Napa Valley Unified School District schools will be closed tomorrow. http://t.co/ppkRaYb6Xs #napaquake
503643676560863233,Quake rocks California wine country, dozens injured http://t.co/24zt1sLtw5 #ff @EcoJive
503643595816316928,Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfoPli
503643652053143553,Napa Valley winery loses hundreds of bottles following Sunday's #earthquake --&gt; http://t.co/rzR5xmP8yB http://t.co/RZM2KjUOAk
503643668272529408,Update: Injury toll from #Napaquake has risen to 120. http://t.co/Ejj6x6QIFY http://t.co/K30rlaKwLP
503643727294779392,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake
503643741270183936,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643730877100032,Yuma CBS: The latest on damaging earthquake in California http://t.co/GHkOZ1eWRy
503643746777722881,Prayers to those impacted by the #napaearthquake
503643726351450112,PLEASE RETWEET &amp; PRAY For People Hurt In The #napaquake! http://t.co/MKnVWK3ooA
503643676518543360,Strong Earthquake Rocks California http://t.co/2V9yA6tFuP
503643620587896832,RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake // I approve!
503643703249235968,This photo is very California. #napa #earthquake http://t.co/ZChvmbR369
503643613780516865,Oh dear. Looking at the #Napa pics following the earthquake. Hope everyone's OK!
503643732810289152,#NapaQuake areas geologically prone to enhanced shaking w/ soft mud, silt or fill below (yellow/red) @nbcbayarea http://t.co/mVcF0ia9NS
503643693186695168,California's State Operations Center fully activated coordinating emergency assistance #earthquake http://t.co/W0DGCe39SO
503643612609921024,Oh, California - this, via @vickydnguyen: Skaters find upside to #napaquake. Photo from #nbcbayarea's Jeremy Carroll http://t.co/VMcw6hQcjf
503643727491907584,Hole in the courthouse following earthquake in Napa http://t.co/y4OXpI6bQ3
503643771175960577,.@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake /via @Cal_OES  What? More info or a URL?
503643774996996096,Just heard about the earthquake in CA. I am praying for everyone affected.
503643829656768512,Whoa! RT: @ABC: Sunday morning earthquake is strongest in San Francisco Bay area since 1989: http://t.co/JKTPwyJ6w7 - (Corrects to Bay area)
503643832387661825,2 shelters open for #napaquake: Crosswalk Cmnty Church, 2590 1st St, #NAPA &amp; Florence Douglas Cntr, 333 Amador St, #VALLEJO @redcrossbayarea
503643799323541504,Dozens injured, 6 critically, after strong earthquake in California http://t.co/tybunch2VF
503643809310593024,California hospital receives 120 patients related to the 6.0 magnitude earthquake, hospital president says. http://t.co/S2v5wea8ET
